Tmin, 10, 
CP, TSUPPLY, TTARGET
162.98395, 20, 20.04785
179.1485, 93.7903, 150
225.12075, 124.8503, 620
29.28699, 20, 620
116.6430, 620, 2
154.82205, 2, 2.060836
160.2098, 0.547123, 150
28.99617, 20, 150
139.8554, 150, 25
139.8554, 25, 23.10098
29.3921, 25, 150
201.8216, 20, 100
109.97145, 56.40, 96.02
176.11625, 61.796, 80
146.5165, 15.74164, 80
185.4626, 33.64892, 33.73462
182.57285, 96.18975, 80
