Tmin, 20, 
CP, TSUPPLY, TTARGET
175.453272, 93.790304, 150
226.374457, 124.850263, 619.999892
29.584853, 20, 620
124, 620, 2
150.560459, 0.547123, 150
29.089416, 20, 150
139.855395, 150, 25
149.396949, 25, 23.100976
29.392114, 24.999994, 150
199.685133, 20, 100
109.971456, 56.389812, 96.018129
175.036024, 61.796286, 80
142.980199, 15.741638, 80
184.915226, 96.189753, 80
